,Title,Body,URL,Date
20,The archaeological legacy of the Crossrail excavations,"What's been unearthed undoubtedly offers a fascinating insight into London life over the centuries - but what will be the archaeological legacy of what is Europe's largest infrastructure project?  Tens of thousands of artefacts have been dug up during work to create the 42km (26-mile)  , which runs from the east to the west of the capital. With careful planning, 20 sites were excavated by archaeologists at locations where ventilation shafts were put in, where railways entered tunnels and where new ticket halls were to be built. ""We've managed to take a slice down through London but also across London,"" said Jackie Keily, the curator of the exhibition at the Museum of London Docklands. One of Ms Keily's favourite exhibits is a bowling ball discovered at the site of a Tudor manor house in Stepney Green.  ""It's amazing it survived,"" she said. ""It had been in a moat which was boggy. Henry VIII brought in a ban banning commoners from bowling. It was only for the aristocracy. ""Stepney Green is now part of Greater London but it would have been a weekend retreat in the countryside."" A chamber pot found beneath 19th Century terraced housing, also in Stepney Green, ranks as another highlight for Ms Keily.  ""It dates back to when there were no indoor toilets or bathrooms,"" she said. ""This one is fabulous because it has a shocked-looking man saying: 'What I see I will not tell'."" The discoveries made were by no means restricted to those from Victorian, Tudor or medieval times though, with considerably older items being unearthed, including bison bone fragments in the part of the capital we now call Royal Oak. Asked if there had been previous evidence of bison roaming there, Ms Keily said: ""We kind of knew but it's incredible to find the remains. ""There were three fragments of bison bone and one of reindeer from an antler. They were dated back to about 68,000 years ago. ""Some of the bones had traces of gnawing, possibly from wolves."" Two finds from the Crossrail project have ended up among the 80 million specimens at the Natural History Museum: a piece of 55-million-year-old amber and two parts of a woolly mammoth jawbone. Both were discovered beneath Canary Wharf.  The bone find could prove to be important, as Jessica Simpson from the museum explains: ""They can date the woolly mammoth specimen once it is off display and they might be able to determine when they became extinct in our region.  ""The last known woolly mammoths were roaming a small part of northern Siberia about 4,000 years ago."" For Ms Keily, the discovery that will perhaps provide the most significant element of Crossrail's archaeological legacy is the human remains found at Liverpool Street. DNA testing on teeth found in the 17th Century Bedlam cemetery   behind London's Great Plague for the first time. ""That's an important discovery,"" she said. And it's not the only one. Don Walker, senior human osteologist at the Museum of London Archaeology, analysed some skeletons found at Charterhouse Square in Farringdon.  He said of the discovery: ""It was important because we found documented evidence of a Black Death cemetery dating to 1348 or 1349."" Isotope, radiocarbon and DNA analysis was performed in an effort to reveal details such as how a person's diet had changed during their lifetime and where they were likely to have lived.  Mr Walker said: ""We don't know much about how infectious diseases interacted with people in the past. ""If we can understand the evolution of infectious diseases such as the plague that will help us understand how diseases will behave in the future."" Asked what the impact of the Crossrail excavations would be, he said: ""I think it goes beyond archaeology and I'm certain there will be some benefits for future medical work as well."" Dr Piers Mitchell from Cambridge University is president of the Paleopathology Association and was part of the team that found   in a Leicester car park.  Asked if Crossrail would go on to be viewed as a significant project in British archaeology, he said: ""The problem with Crossrail is you only get a little vertical shaft, a little box to excavate.  ""That gives you a little vignette of life in the past. It's a little bit frustrating. ""They've got lots of little circles and they are trying to interpret London from that."" But he added: ""Only time will tell. If interesting papers are published and we learn more about diseases of the past and how they are changing, it's going to be a good resource to teach students with."" Jay Carver, lead Crossrail archaeologist, believes the project will be held up as an example of how developers, engineers and archaeologists can work together and share finds with the community.  He said: ""Every 10 years there's a mega-project that involves a lot of archaeology; previously there was the Eurostar tunnel and then Terminal 5 at Heathrow. ""With each project we are developing the way we work with construction and engineering. In the past archaeologists and engineers have been at loggerheads. ""I think it's been a really successful project."" And it's a project that is set to continue, with plans in place for  , the proposed north-south line from Epsom in Surrey to Broxbourne in Hertfordshire.  But wherever there are huge infrastructure projects of this kind, there are difficult decisions to be taken, such as the possibility the   for a new ticket hall. Stephen Fry has said he does not want to be a ""numby"" - not under my backyard - but, as a supporter of the Curzon Soho, objects to the plans as they stand. And the Victorian Society warns Wimbledon is among the areas that   to Crossrail 2's bulldozers - although a Transport for London spokesperson said: ""Demolition is always our last resort."" Back in east London at the Museum of London Docklands - a stone's throw away from where engineers are putting the finishing touches to the Canary Wharf Crossrail station - Jackie Keily reflects happily on the impact of the several years of excavations. ""It's been an amazing project,"" she said. ""To be able to archaeologically take a slice through London east to west is pretty amazing.""",https://www.bbc.co.uk/news/uk-england-london-38919314,2017-02-10
21,Crossrail carriage passes extreme-weather tests,"Snowy, windy and foggy conditions, as well as temperatures ranging from -25C (-13F) to 40C (104F), were simulated in a climatic wind tunnel in Vienna. In tests the front high-speed rail carriage proved itself equal to the variable British weather.  Crossrail will open in 2017 linking 40 stations in London and the South East. Named the Elizabeth Line in honour of the Queen, it is due to open in May.   Operations director Howard Smith said: ""It's important that we check that the new trains can operate in anything that the changing British weather can throw at them and it won't be long before our customers will be able to get on board a train."" Weather simulations tested the heating, ventilation, air-conditioning system, windscreen wipers, demister, train horns and traction motors.  The carriage, built by Bombardier Transportation in Derby, has returned to London for night testing.",https://www.bbc.co.uk/news/uk-england-london-38471982,2016-12-30
22,Coronavirus: How realistic is Crossrail opening next year?,"Social distancing means only 13-20% of passengers can use the London Underground or buses. So the bosses at Crossrail know how urgently it is needed. But unfortunately the pandemic has slowed progress, as worked paused in March due to the coronavirus pandemic. Crossrail's chief executive Mark Wild and most of his team have been working remotely. Mr Wild said: ""Whilst we have done pretty well and people are now back at work, the pandemic has had an effect and we're still quantifying that.  ""We understand, more than ever, London needs a line like the Elizabeth Line cutting across London.  ""Big stations, big trains, easier to have social distancing on our stations."" Crossrail is a new railway that will run beneath London from Reading and Heathrow in the west through central tunnels across to Shenfield and Abbey Wood in the east. Construction began in 2009 and it is Europe's biggest infrastructure project - it had been due to open in December 2018 although that was pushed back to 2021. It has been officially named the Elizabeth Line in honour of the Queen and will serve 41 stations. An estimated 200 million passengers will use the new undergound line annually, increasing central London rail capacity by 10% - the largest increase since World War Two. Crossrail says the new line will connect Paddington to Canary Wharf in 17 minutes. The project was originally supposed to be finished in December 2018 but has suffered several setbacks. Earlier this year Crossrail Ltd admitted that the line would probably not open until the spring of 2021, and  Parts of the route, named the Elizabeth Line, are running already, but the central section is yet to open. The cost of the project could reach £18.25bn, more than £2bn more than the original budget. Back in March, 60% of safety testing on things like fire systems and platform doors had been completed. Now work has resumed again on site with social distancing.  That means the number of workers on site has been reduced down to a quarter and so the work takes longer.  What's called the ""dynamic testing"" of the trains has started again.  The purpose of that is to identify and fix any software bugs in the train control system and to make sure everything works as planned. The target is to be able to start ""trial running"" this year. That is, run the trains as close together as they would in normal service. That is crucial if the service hopes to open by next summer. There is also two to three months of work left to do on the three different signalling systems. But the big challenge is the 40% of work left to do on the safety checks known as ""assurances"". The management team say it is working to the opening date of the summer 2021 for the Paddington to Abbey Wood section under central London. To make up for lost time, Crossrail wants to carry out blitz testing in August and September.  I asked Mr Wild if he could guarantee 100% if Crossrail will open in summer 2021. He said: ""I guarantee that this project team and myself, will do everything humanly possible to do it.  ""I must say we are working pretty effectively - 2,500 people working off-site and we are making great progress on the assurance work. ""Clearly we have to do that safely but there's no doubt Covid has had an effect and we are working now on a plan to recover lost ground."" I'd say that is realistic.  There is no doubt that many in the transport industry have doubts about the feasibility of mass transit.  Not only are there concerns about funding but will these big infrastructure projects still be needed in the future? Particularly if behaviour has changed and we see more home-working for example, or people staying local. Mr Wild is cautiously optimistic, saying: ""I think it's far too early to say what the long-term effects of this [pandemic] will be.  ""I have no doubt that Crossrail 1 and Crossrail 2 will still be required.  ""This will affect how people work but I remain not really convinced we won't need mass transit.  ""No matter what I think, Covid-19 will pass and human beings want to agglomerate, they want to be with people, they want to drink with people, have meals with people, they want to socialise - so I think its too early to tell.  ""My job is to get this railway open right now as London desperately needs it. """,https://www.bbc.co.uk/news/uk-england-london-53054052,2020-06-15
23,Liverpool Street platforms on Crossrail line completed,"Liverpool Street station's new platforms have been built 37m (121ft) below ground and are twice as long as most London Underground stations. The route, which will be called the Elizabeth line, links 40 stations across London and the South East. Crossrail Limited, which is running the project, said 75% of the line has now been constructed. Whitechapel station is the only central London station on the new line where platforms have not been laid. The platforms at Liverpool Street station are made up of over 500 pieces, which were built in a factory near Sheffield. These were transported to the capital, lowered down through the station's main shaft and fitted into place. Rohan Perin, Crossrail's project manager at Liverpool Street station said it was ""a bit like putting together a giant jigsaw puzzle"". Work has begun on fitting out the stations with equipment and systems to operate the line. Services will run from the station from December 2018.  A full service running from Reading and Heathrow in the west to Shenfield and Abbey Wood in the east will start operating in 2019.",https://www.bbc.co.uk/news/uk-england-london-36794199,2016-07-14
24,Megacity London will 'grind to halt' without Crossrail 2,"The north-east to south-west railway, which would tunnel beneath central London, could be running by 2033. It would link Hertfordshire and Surrey, passing through Tottenham Hale, Euston-St Pancras, Tottenham Court Road, Victoria and Clapham Junction. But plans for a new station at Chelsea could be axed to save money. A planned branch to New Southgate could also be delayed in order to save £4bn. Lord Adonis, the interim chairman of the Commission, said that by the 2030s London would be home to more than 10m people, meeting the definition of a ""megacity"". He said: ""Even allowing for planned investment and the imminent arrival of the East-West Crossrail line, the capital will grind to a halt unless significant further improvements are made."" He said London should pay more than half the estimated £32.6bn cost of the line and that private financing should help to meet the cost of building stations. Lord Adonis said at least 200,000 homes should be built along the route. The report identifies the Upper Lee Valley, which currently has poor transport connections, as a potential site for new housing. The   campaign, which has lobbied against a Crossrail 2 station in Chelsea, said: ""It is clear there is no transport or business case for a Chelsea Crossrail 2 station,"" said Chris Lenon, chair of the campaign.  ""Spending more than £1bn on the richest part of London, when so many other places in our great city require investment, is ludicrous.  ""Crossrail 2 is a great project. We support it. But plans to build a massive new station in the heart of Chelsea must be scrapped."" But a group backed by organisations including the Victoria and Albert Museum, Science Museum, Imperial College London, Chelsea and Westminster Hospital and several local MPs, wrote to the mayor of London and Transport for London calling for a Crossrail station in Chelsea. In January's letter it said: ""Enhancing Kensington and Chelsea's transport connections and linking to future major transport infrastructure will safeguard the area's status as a world-leading cultural hub and location for pioneering medical, research and educational establishments.  ""Crucially, it will assist us in recruiting and retaining the very best staff by expanding the area within reasonable commuting distance, as well as improving transport options for our users: visitors, students, patients, customers and local communities."" There is also a local residents group called   which also campaigns for a new station. Crossrail 1,  , runs east-west and is due to be opened in 2018.",https://www.bbc.co.uk/news/uk-england-london-35773758,2016-03-10
25,Crossrail contractors to be prosecuted over concrete death,"The charges relate to the death of Rene Tkacik on March 7 2014 and injuries to Terrence Hughes and Alex Vizitiu in January 2015. Mr Tkacik was crushed by wet concrete. BAM Nuttall, Ferrovial Agroman (UK), and Keir Infrastructure and Overseas will appear in court in January. Mr Tkacik, 44, of Hackney Road, east London, was killed at the Crossrail site in Holborn when nearly a tonne of concrete was poured on him. Mr Hughes suffered severe leg injuries when he was crushed by a tipper truck between the Bond Street and Paddington section of the tunnel on the 16 January 2015 .  Alex Vizitiu was working in the same stretch of the tunnel on 22 January 2015.  He suffered head and hip injuries when he was struck by a high pressure mixture of water and concrete during a routine operation to clean concrete lines. An inquest into the death of Mr Tkacik, held in February last year, heard he was a ""hugely experienced"" worker. St Pancras Coroner's Court was told he was working in the UK to earn money to send home to his family in Slovakia so he could pay for his daughter, Esther, to go to university. The jury was shown a digital reconstruction of the 80ft (24m) deep tunnel in Fisher Street, Holborn, where Mr Tkacik was killed. The tunnel was so deep it took an emergency team six minutes to reach him from ground level.",http://www.bbc.co.uk/news/uk-england-london-38236325,2016-12-07
26,Budget 2016: Chancellor gives Crossrail 2 green light,"The   approved the north-east to south-west railway plan last week, saying London would ""grind to a halt"" without it. The Treasury will provide £80m to develop Crossrail 2 and Transport for London will match the figure. But Labour mayoral candidate Sadiq Khan called it an ""anti-London budget"". Chancellor Mr Osborne joked at Jeremy Corbyn's expense: ""I know this commitment to Crossrail 2 will be warmly welcomed by the Leader of the Opposition, the Right Honourable Member for Islington. ""It could have been designed just for him, because it's good for all those who live in north London and are heading south."" Mr Osborne said the Greater London Authority would ""move towards full retention of its business rates from next April, three years early."" At the moment, councils have to return up to half the business rates they collect to the Treasury for redistribution. The change means the GLA will be able to spend business rates as it sees fit. The Conservative Mayor of London, Boris Johnson, and the party's candidate to succeed him as mayor, Zac Goldsmith, had argued ""passionately"" for the change, the chancellor said. Sadiq Khan, Labour's mayoral candidate, tweeted: ""Shocked that the budget contains nothing to fix London's housing crisis."" He added: ""This was also another anti-London Budget. What have the Tories got against Londoners? ""London's schools, councils and public services face bigger cuts than anywhere else in the UK. And rather than getting the green light for Crossrail 2, we got an amber light at best."" Sian Berry, the Greens' mayoral candidate, said she ""welcomed"" the Crossrail approval but said the Treasury would only pay half the cost and the next mayor would need plans to raise the rest. The chancellor announced £115m would be spent to reduce homelessness and rough sleeping. Recent figures revealed a quarter of England's rough sleepers were in London, with the number up 30% in the past year. The cash will be spent on providing 2,000 accommodation places for people leaving hostels, with £10m for prevention projects. The British Library's plans to develop land to the north of its site in St Pancras will be supported ""subject to business case approval"", the Budget said. The government will help fund the expansion of the Royal College of Art's Battersea campus.",https://www.bbc.co.uk/news/uk-england-london-35822020,2016-03-16
27,Crossrail train carriage features unveiled,"Services due to start in 2018 will run across London, extending as far west as Reading and as far east as Shenfield in Essex. London Mayor Boris Johnson said the rolling stock ""showcase the best of British design and engineering"". They are built by Bombardier in Derby. Each train will provide space for 1,500 customers in nine carriages. At over 656ft (200m), they are just under one and a half times the length of the longest Tube train. Each carriage will have three wide doorways to enable people to get on and off quickly, air-conditioning, free Wi-Fi, and will provide customers with real-time travel information. There will be four dedicated wheelchair spaces on each train, and all platforms and trains across the Crossrail network will have step-free access. Tunnelling for the route began in 2012 and finished in June this year, with eight boring machines cutting their way through earth to create 26 miles (42km) of tunnels. Crossrail's tunnels are made up of more than 200,000 concrete tunnel segments, with each weighing 3.4 tonnes.",https://www.bbc.co.uk/news/uk-england-london-34877049,2015-11-20
28,Surrey council bid to extend Crossrail 2 to more towns,"This summer, Surrey County Council   to look at the benefits of stretching   to both towns.  (TfL) on Crossrail 2 began this week. Under current proposals, the project reaches out to Epsom and Shepperton in Surrey. The council's cabinet member for environment and planning Mike Goodman said with Surrey train services   in the country, it was essential to do everything possible to meet rising passenger demand. He said 130,000 Surrey residents travelled into London by train each day and many never got a seat. ""We believe it should go into more places and we're looking at Woking and Guildford,"" he said. The study commissioned by the council will be published next month, he added. He said: ""What I'm urging Crossrail to do is to listen to this research, because we believe it could be positive news for our Surrey residents."" Mr Goodman said Crossrail 2 would not be finished until 2030 but added: ""What we must do is plan it now. We've got one of the best economies in Surrey, so the justification is to come to Surrey."" He urged everyone to take part in the consultation to ensure the county got the maximum benefit from Crossrail 2. Roadshows are being held over the next two months, with events in Epsom on 4 and 5 November, Chessington on 4 and 5 December and Shepperton on 14 and 15 December. The TfL consultation runs until 8 January 2016.",https://www.bbc.co.uk/news/uk-england-surrey-34678008,2015-10-31
29,London's Crossrail built with 'Welsh expertise',"The answer is London's newest railway system, Crossrail or the Elizabeth Line as it will be known. The 200 metre (650 ft) long trains will each carry up to 1,500 passengers on an east-west route taking in more than 60 miles (96 km) of track.  But why should anyone in Wales care about more investment in London transport? That is a question I put to the project chairman Terry Morgan, originally from Cwmbran, and Welsh Secretary Stephen Crabb as I joined them on a tour of the new Paddington station.",https://www.bbc.co.uk/news/uk-wales-35775454,2016-03-10
30,"Crossrail 2 'threatens' historic London buildings, say campaigners","Transport for London (TfL) has proposed a new rail route running from north to south across much of the capital. The Victorian Society has raised concerns the plans ""would see numerous historic buildings demolished"". A TfL spokeswoman said demolition was ""always our last resort"". The sites identified as at risk by the group include several Grade II-listed buildings dating back to the 18th and 19th centuries, and part of Angel station in Islington, which was built in 1902.  The society's director, Christopher Costelloe, said: ""Every effort must be made to use those sites which would minimise Crossrail 2's impact on London's unique and historic environment."" The group also criticised Crossrail 2's statement on how construction would affect London's heritage, claiming it ""almost entirely deals with the impact of ground settlement caused by tunnelling rather than minimising the demolition of historic buildings of quality"".  Michèle Dix, TfL's managing director for Crossrail 2, insisted that in planning the route they had ""looked to minimise the impact on local residents and communities as much as possible"".  She pointed out that while some Victorian buildings are within the proposed Crossrail 2 construction area they may not necessarily be affected when works are carried out.  She added: ""Demolition is always our last resort and where buildings are needed we will try to ensure the façade is retained to maintain the character of the local area."" Permission has not yet been granted to build the railway, and members of the public can contribute to the  . ",https://www.bbc.co.uk/news/uk-england-london-35227531,2016-01-05
31,Crossrail project: London's 26-mile tunnelling work finished,"Eight boring machines have been cutting their way through earth to create 26 miles (42km) of tunnels. Services, which are due to start in 2018, will run as far west as Reading in Berkshire and as far east as Shenfield in Essex. During a visit to the Crossrail site at Farringdon, David Cameron said the project was ""an engineering triumph"". Boring machine Victoria's breakthrough at Farringdon on Wednesday night completed tunnelling through the capital. The prime minister, London mayor Boris Johnson and transport secretary Patrick McLoughlin walked through the tunnel at Farringdon to take a closer look at the tunnelling machine. Mr Johnson said the completion was ""an historic day"" and marked ""a huge success for the whole of the UK economy"". Construction of Crossrail began at Canary Wharf in London Docklands on 15 May 2009, with tunnelling work starting in May 2012. At the peak of construction machines were aiming to complete 100 metres of tunnelling a week. The fastest day of tunnelling was on 16 April 2014 when boring machine Ellie completed 236ft (72m) between Pudding Mill Lane and Stepney Green.  Crossrail's tunnels are made up of more than 200,000 concrete tunnel segments, with each weighing 3.4 tonnes. Millions of tonnes of excavated material is being shipped to   to create a nature reserve.  Ten new Crossrail stations are being built in central London, London Docklands and Abbey Wood, south London. Crossrail is Europe's largest construction project with thousands of workers operating on dozens of sites. It is estimated the scheme, which will serve 40 stations, will generate at least 75,000 business opportunities. The Crossrail project is 65% complete and engineers will now continue upgrading existing stations and building new stations in central London and London Docklands.",https://www.bbc.co.uk/news/uk-england-london-33002819,2015-06-04
32,First Crossrail tracks laid on Stockley Flyover bridge,"The first section of track to be used by Crossrail trains has been laid on a new bridge in west London.  The 120m (131yd) long Stockley Flyover will be used by Heathrow Express and Heathrow Connect services from next year. Crossrail services between Paddington and Heathrow are due to begin in 2018. Crossrail said the new bridge was the largest single-span bridge installed on the Great Western railway since the days of Brunel.  It is hoped the bridge will ensure services to central London can join the Great Western Main Line without delays. Matthew White, surface director at Crossrail, said: ""Installing the first section of Crossrail track is a major milestone for the project.  ""The flyover at Stockley will provide a vital new link between Heathrow and London, significantly improving connections between the airport and the West End, the City and Canary Wharf."" From late 2019, passengers will be able to travel from Heathrow through the centre of the London without changing trains, as Crossrail comes into full service. Up to four Crossrail trains an hour are due to link Heathrow with central London.  Passengers are expected to be able to reach Bond Street in 26 minutes and Canary Wharf in 40 minutes. Network Rail is responsible for the design, development and delivery of the parts of Crossrail that are on the existing network.  Matthew Steele, Crossrail programme director at Network Rail said: ""Once Crossrail is operational, this brand new structure will enable us to increase the number of rail services between central London and Heathrow airport.  ""After four years of planning is it great to see this new infrastructure being brought into service. Well done to everyone involved."" The Crossrail route will pass through 40 stations and run more than 100km (62 miles) from Reading and Heathrow in the west, through new twin-bore 21km (13-mile) tunnels below central London to Shenfield and Abbey Wood in the east.",https://www.bbc.co.uk/news/uk-england-london-30173787,2014-11-24
33,All Crossrail stations to have 'step-free' access,"Langley in Berkshire, and Taplow and Iver stations, in Buckinghamshire, will receive £14m to make them accessible. This means all 40 Crossrail stations will now have step-free access by the time trains are running across the network by December 2019. Transport for All, which has campaigned for step-free access across Crossrail, said it was ""delighted"". Trains will start running through central London between Paddington and Abbey Wood by December 2018. ""I am delighted to confirm the funding of these important accessibility improvements,"" said transport minister Baroness Susan Kramer. ""This is another example of our commitment to build a world-class rail network that is open to all,"" she added. Transport for All director Faryal Velmi said: ""We have campaigned for over a year-and-a-half for this and are delighted. ""It was scandalous to think a new rail line was to be built that was not going to be fully accessible,"" she added. ""Common sense prevailed."" The government's investment package builds on Transport for London's announcement in October that it would fund step-free access at Seven Kings, Maryland, Manor Park stations, in east London, and Hanwell station, in west London.  The £14.8bn Crossrail project is set to boost London's rail capacity by 10%, with up to 24 trains per-hour each carrying up to 1,500 passengers in the central section between Paddington and Whitechapel during peak hours. By the time the line is fully operational it will link parts of Berkshire and Buckinghamshire, via central London, to Essex and south-east London.",https://www.bbc.co.uk/news/uk-england-london-30093378,2014-11-18
34,"Crossrail 2 cost rises by almost a third, says TfL","The 30% increase, of £6.6bn, has been due to the inclusion of costs for new trains and surface works, figures show. It means the north-south rail scheme is now expected to cost £20bn for the shorter Metro route and £27.5bn for the longer regional option. A decision is expected in early 2015 between the Metro and regional routes. Crossrail 2 would run from Cheshunt in Hertfordshire to Epsom in Surrey, passing through central London via stations at Tottenham Court Road, Victoria, Chelsea and Clapham Junction. Construction could begin in 2017 if proposals are approved. Consultants Mott MacDonald estimated in 2012 the entire scheme would cost £20.9bn, but the increase in costs has been shown in  . It suggests that money from fares could be used to meet the cost increase, but funding may also come from extending the business rate supplement brought in for Crossrail 1 and the mayor's Community Infrastructure Levy (CIL) - a tax on London land owners and developers used to bring in money for big infrastructure projects. Other options included in the document include a possible council tax rise, similar to that used to help cover the cost of the 2012 Olympics, and further payments from landowners and property developments near the new line. These measures combined could provide over half of the scheme's cost, reducing the burden on the UK taxpayer overall, PwC said. Val Shawcross, transport spokesperson for the London Assembly Labour Group, said it ""makes sense"" for Londoners to contribute to the scheme's cost. ""[But] it is only right that a significant portion of the funding comes from central government and that the cost of Crossrail 2 is not unfairly shouldered by London taxpayers."" A preferred route for Crossrail 2 scheme was announced in October by mayor Boris Johnson, who said the project was vital to support the capital's growth. The scheme would complement the £14.8bn east-west Crossrail scheme, which is currently being built and scheduled to be operational by 2018. Supporters say Crossrail 2 would slash journey times across London, with a journey from Kingston, in south-west London, to Tottenham Court Road being completed in 29 minutes - 17 minutes less than today. But concern has been raised about the location of a new station in Chelsea along the proposed Crossrail 2 route. Residents of the Cremorne Estate on the King's Road argue demolition of housing may be needed if it is chosen as the location of the Chelsea West station. The current proposed station location is further east, near the fire station on the King's Road, and received the majority of support in this summer's consultation. The consultation document said other options will be considered during 2015. ",https://www.bbc.co.uk/news/uk-england-london-30228899,2014-11-27
35,Traffic delays expected in Slough for Crossrail roadworks,"A series of roadworks in Stoke Poges Lane, Slough, have begun ahead of the removal of Horlicks Bridge. Lane restrictions and temporary traffic lights are in place on the north side of the bridge at the junction of Simpsons Way. This will allow BT and Scottish and Southern Energy (SSE) to work on cables on behalf of Crossrail. Horlicks Bridge will be removed at the end of November 2014, with a replacement due to be installed in April 2015. The first Crossrail services through central London will start in late 2018. Slough Borough Council said some delays were expected, but it was working with Crossrail and the utility companies involved to minimise disruption.",https://www.bbc.co.uk/news/uk-england-berkshire-29308419,2014-09-22
36,'Risks remain' on multi-billion Crossrail project,"The House of Commons Public Accounts Committee said it was a ""textbook example of how to get things right"". However, they added there could be risks in managing the transition from building the railway to operating it. Rail minister Claire Perry said she had ""every confidence"" Crossrail would be completed on time. The line, which is due to be finished by 2019, will see trains running from Reading in Berkshire to the west of the capital and as far east as Shenfield in Essex. The committee said the Crossrail programme was proceeding well and was on course to deliver value for money to the taxpayer. However the MPs warned ""with construction incomplete, considerable risks remain in delivering the programme by 2019, particularly managing the transition from building the railway to operating it, and delivering the Crossrail trains"". The report added that Crossrail had a benefit-cost ratio of less than 2:1, meaning that for every £1 spent there would be a £2.10 benefit - however a ratio of 4:1 is considered to offer good value for money. The committee also said the Department for Transport had not fully realised how the scheme would benefit London businesses, meaning that it had mixed success in securing contributions from businesses. Heathrow Airport would now only provide £70m, which is less than a third of the funding it had originally agreed, MPs said.   Crossrail infrastructure is due to cost £14.8bn and its trains will cost a further £1bn.  Committee member Richard Bacon praised the delivery of the project, but said lessons needed to be learned about how to appraise transport projects. ""Major, complex infrastructure projects are notoriously difficult to deliver on time and in budget. With Crossrail we see a textbook example of how to get things right,"" the Conservative MP said.   Rail Minister Claire Perry said: ""We have every confidence that Crossrail will be completed on time and, alongside Transport for London, we are working closely with the delivery company, Crossrail Ltd, to ensure it meets its construction timetable.""",https://www.bbc.co.uk/news/uk-england-london-28424273,2014-07-23
37,Workers tunnel under Liverpool Street Crossrail station,"The £14.8bn project's 1,000-tonne boring machine has broken into the eastern end of Liverpool Street Crossrail station. By 2018 high-speed trains will run from Reading, through central London to Abbey Wood and Shenfield in Essex. Andrew Wolstenholme, from Crossrail, said the project was on the ""final countdown"" to link all the tunnels. The machine, which is named Elizabeth after the Queen, has 2,460ft (750m) to bore until it reaches the end of the line as part of the project's longest tunnelling drive from Limmo Peninsula, near Canning Town, to Farringdon, which is expected to be finished in the spring.  Crossrail's chief executive Mr Wolstenholme said: ""We are now on the final countdown to the big east/west breakthrough at Farringdon, which will link all of Crossrail's tunnels for the first time.  ""This is a phenomenal feat of civil engineering that London can be justifiably proud of.  ""The next challenge is to implement railway systems across the route, keeping the project on time and within budget."" More than 60% of the overall work has been completed for the project.  A sister machine, named Victoria, will reach Farringdon several weeks after Elizabeth.",https://www.bbc.co.uk/news/uk-england-london-31037234,2015-01-29
38,"Crossrail man's limited English a factor in his death, inquest finds","Rene Tkacik, a 44-year-old Slovakian national, was crushed to death by poured concrete in Holborn, central London, on 7 March 2014. The jury ruled his death had accidental contributory factors including him not being able to understand all briefings.  The exclusion zone definition was also unclear as it sometimes changed. St Pancras Coroner's Court heard Mr Tkacik was found within an exclusion zone where wet concrete was being poured, which had not been clearly marked at the time of his death.  The jury had learned that Mr Tkacik, of Hackney Road, east London, was a ""hugely experienced"" worker. He had been working in the UK to earn money to send home to his family in Slovakia so he could pay for his daughter Esther to go to university. The jury was shown a digital reconstruction of the 80ft (24m) deep tunnel in Fisher Street, Holborn, where Mr Tkacik died. The tunnel was so deep it took an emergency team six minutes to reach him from ground level, the court heard. His wife Renata Tkacikova, said: ""Rene was a loving husband and father - we miss him very much. ""I have struggled without him. I do not feel that I have come to terms with my loss and I do not understand how this incident could have happened.  ""Rene had gone over to London to work and we had never contemplated that we would not see him again."" In a statement, Crossrail said: ""Safety has always been, and continues to be, the number one value for Crossrail and is critical to the delivery of the project. ""Crossrail has a good safety record and sets the most stringent contractor safety requirements in the industry. There is nothing so important on Crossrail that it cannot be done safely.""",https://www.bbc.co.uk/news/uk-england-london-31715287,2015-03-03
39,London Crossrail 2 'preferred route' outlined by mayor,"A second Crossrail scheme is vital to support the capital's growth, the mayor claimed. If approved by the government, the line could be transporting up to 90,000 people into central London in the morning peak by 2030.  would run from Cheshunt in Hertfordshire to Epsom in Surrey. It would pass through central London via places including Tottenham Court Road, Victoria, Chelsea and Clapham Junction. If proposals are approved, construction could begin in 2017. Setting out the case for the line in a speech at the City Age conference, the mayor said: ""With London's population soon to surpass its previous 1939 peak of 8.6 million and with more people travelling by Tube and rail than ever before, we need additional rail capacity to support future growth. ""For the capital to remain globally competitive, there needs to be continued investment in our transport network and that's why we have to get cracking on planning for Crossrail 2."" The scheme would complement the £14.8bn east-west Crossrail scheme, currently being built and scheduled to be operational by 2018. Supporters say it will slash journey times across London, with a journey from Kingston, in south-west London, to Tottenham Court Road being completed in 29 minutes -  17 minutes faster than today. Those travelling between Dalston, in north-east London and Tottenham Court Road would have an eight-minute journey - 19 minutes faster than today.  Mr Johnson said he was confident the private sector could, in the right circumstances, contribute to well over half the cost of Crossrail 2. Labour Assembly Member Val Shawcross said the announcement of a preferred route was ""a big step forward"" but added: ""What we need to see now is the fully worked-up funding package which will make this project a reality.""  Despite   for a new rail link in Chelsea, it is one area where there is concern over the positioning of a new station. Conservative MP for  Chelsea and Fulham, Greg Hands,   there was ""a great deal of concern"" from  , on the King's Road, that demolition of housing may be required if it is chosen for the location of the Chelsea West station.  The current proposed location for the station would be further east near the fire station on the King's Road and received the majority of support in this summer's  . The consultation document says, over the course of 2015, there will be further work on the consideration and assessment of options and a number of opportunities for more detailed consultation. ",https://www.bbc.co.uk/news/uk-england-london-29804467,2014-10-28
